Name,TeamAbbreviation,GamesPlayed,Minutes,PlusMinus,OnOffRtg,OnDefRtg,FirstChancePoints,ThreePtOffReboundedPct,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,Blocks,Blocked2s,Blocked3s,BlockedAtRim,BlockedShortMidRange,BlockedLongMidRange,BlockedCorner3,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,Steals,LostBallSteals,BadPassSteals,DefensiveGoaltends
Wesley Matthews,ATL,195,3365,162,113.9592072906119,110.7506817855605,708,0.24079320113314448,0.3333333333333333,0.3157894736842105,0.2,49,47,2,14,27,6,1,1,28,0.5714285714285714,97,41,56,0
Jordan Nwora,TOR,206,3358,-531,109.93929126076522,117.3863957098504,1370,0.2558139534883721,0.4857142857142857,0.24427480916030533,0.1875,52,51,1,35,16,0,0,1,35,0.6730769230769231,92,40,52,5
Austin Rivers,MIN,155,3341,-77,114.24763033175356,114.86068111455108,871,0.21630094043887146,0.32786885245901637,0.25757575757575757,0.4444444444444444,12,12,0,6,6,0,0,0,5,0.4166666666666667,109,47,62,0
Shaedon Sharpe,POR,128,3326,-647,110.5324922986651,119.86522121300908,1362,0.25139664804469275,0.3916083916083916,0.34513274336283184,0.17346938775510204,39,37,2,27,9,1,1,1,24,0.6153846153846154,79,25,54,10
Keita Bates-Diop,BKN,209,3318,-353,110.77215005108742,115.23505513639002,1024,0.23595505617977527,0.3877551020408163,0.3014705882352941,0.375,61,57,4,28,25,4,0,4,38,0.6229508196721312,109,38,71,0
Chimezie Metu,DET,213,3315,-234,111.29548762736535,114.33546140452698,1254,0.1487603305785124,0.1941747572815534,0.20945945945945946,0.16666666666666666,87,83,4,46,36,1,2,2,49,0.5632183908045977,130,34,96,14
Ricky Rubio,CLE,135,3308,43,111.20827867657776,110.98595669982446,1117,0.23885350318471338,0.34615384615384615,0.2805755395683453,0.14444444444444443,17,16,1,9,5,2,1,0,5,0.29411764705882354,173,66,107,0
Jordan McLaughlin,SAC,232,3302,149,112.15748485722526,109.83441324694024,812,0.19138755980861244,0.4019607843137255,0.3258426966292135,0.3333333333333333,27,27,0,12,15,0,0,0,9,0.3333333333333333,184,67,117,0
Raul Neto,CLE,182,3280,-94,112.45033112582782,113.73327451845316,1155,0.2097560975609756,0.37735849056603776,0.32954545454545453,0.16666666666666666,13,10,3,4,5,1,1,2,6,0.46153846153846156,145,52,93,0
Javonte Green,NOP,171,3264,-82,113.84800240312407,113.91614629794825,853,0.18125,0.3333333333333333,0.36507936507936506,0.6666666666666666,84,82,2,49,29,4,0,2,45,0.5357142857142857,156,58,98,1
Markelle Fultz,ORL,129,3263,-184,111.37546468401487,114.00980537810132,1331,0.20930232558139536,0.3772455089820359,0.2821576763485477,0.2152777777777778,48,48,0,25,18,5,0,0,29,0.6041666666666666,157,62,95,3
Rudy Gay,UTA,174,3211,370,114.25965339008818,108.63484341745212,1273,0.19230769230769232,0.417910448,0.32571428571428573,0.1565217391304348,77,74,3,35,37,2,1,2,51,0.6623376623376623,89,37,52,6
Chris Duarte,CHI,172,3207,-218,111.85819070904645,114.78605146946855,1188,0.28405797101449276,0.35833333333333334,0.3577981651376147,0.2268041237113402,27,27,0,13,14,0,0,0,18,0.6666666666666666,109,32,77,1
Lamar Stevens,MEM,203,3193,-140,111.18337563451777,111.96554424432263,1024,0.22012578616352202,0.47761194029850745,0.2411764705882353,0.18181818181818182,72,69,3,45,23,1,0,3,37,0.5138888888888888,98,37,61,3
Ish Smith,CHA,195,3188,-421,109.52308626974484,115.37414965986393,884,0.19117647058823528,0.31666666666666665,0.26506024096385544,0.1921182266009852,47,38,9,12,22,4,4,5,23,0.48936170212765956,104,51,53,0
Goga Bitadze,ORL,216,3182,92,114.25251742835012,112.70504487774681,860,0.20512820512820512,0.43478260869565216,0.21518987341772153,0,233,225,8,140,82,3,2,6,144,0.6180257510729614,94,28,66,28
Dyson Daniels,ATL,143,3176,27,114.61783923415894,113.2439355,791,0.22277227722772278,0.4270833333333333,0.34615384615384615,0.3333333333333333,56,56,0,31,23,2,0,0,32,0.5714285714285714,201,98,103,3
Nassir Little,PHX,189,3163,-341,113.41903119611224,118.375,1017,0.23024054982817868,0.42857142857142855,0.2711864406779661,0.2222222222222222,79,76,3,49,24,3,2,1,42,0.5316455696202531,60,8,52,2
Furkan Korkmaz,PHI,194,3129,223,112.94007197621656,109.33104095029697,1106,0.25757575757575757,0.4722222222222222,0.35514018691588783,0.23333333333333334,24,22,2,11,10,1,1,1,9,0.375,106,28,78,0
R.J. Hampton,MIA,170,3116,-816,105.06091846298033,117.40348692403488,1032,0.24110671936758893,0.36585365853658536,0.3151515151515151,0.29411764705882354,32,28,4,10,15,3,1,3,19,0.59375,90,28,62,7
Garrett Temple,TOR,175,3108,-373,108.59643638637074,113.85692068429239,796,0.2687074829931973,0.35294117647058826,0.30612244897959184,0.125,59,54,5,31,22,1,0,5,42,0.711864407,111,59,52,0
Trendon Watford,BKN,184,3106,-644,109.54258675078864,119.17399497487438,1178,0.28225806451612906,0.3816793893129771,0.23626373626373626,0.14285714285714285,63,57,6,33,21,3,1,5,39,0.6190476190476191,85,34,51,1
Lonzo Ball,CHI,98,3094,157,115.26324011873145,113.19956105972723,1170,0.20045045045045046,0.43661971830985913,0.42105263157894735,0.1780821917808219,66,63,3,36,24,3,1,2,34,0.5151515151515151,155,38,117,0
Brandon Miller,CHA,94,3071,-606,110.27175671303785,120.21052631578948,1553,0.2097902097902098,0.38372093023255816,0.3316831683168317,0.21978021978021978,57,51,6,32,19,0,3,3,36,0.631578947,89,27,62,8
Bones Hyland,LAC,172,3039,-187,113.89791937581273,117.14704445530045,1575,0.23404255319148937,0.46846846846846846,0.32515337423312884,0.2777777777777778,41,31,10,12,17,2,3,7,24,0.5853658536585366,113,33,80,0
Malachi Flynn,DET,213,3032,-344,109.26496835956515,114.99593826157596,1060,0.27548209366391185,0.4050632911392405,0.304,0.23595505617977527,23,21,2,9,11,1,0,2,12,0.5217391304347826,117,55,62,0
Haywood Highsmith,MIA,159,3006,-92,110.93541944074568,111.83382985766302,729,0.20502092050209206,0.36363636363636365,0.2786885245901639,0.23076923076923078,66,58,8,29,27,2,1,7,33,0.5,115,48,67,3
Svi Mykhailiuk,UTA,201,3003,-125,109.89028718941594,112.21485196570134,1110,0.22041763341067286,0.34782608695652173,0.2702702702702703,0.17857142857142858,22,21,1,12,8,1,0,1,12,0.5454545454545454,108,31,77,1
JaMychal Green,GSW,182,3002,-147,112.29656419529837,114.54366382140512,974,0.1890909090909091,0.475,0.3275862068965517,0.25925925925925924,71,67,4,30,36,1,3,1,44,0.6197183098591549,94,50,44,1
Danuel House Jr.,PHI,168,2975,-156,111.50384552446408,113.92611964694345,874,0.24354243542435425,0.32142857142857145,0.24444444444444444,0.32142857142857145,47,47,0,29,16,2,0,0,26,0.5531914893617021,70,13,57,2
DeAndre Jordan,DEN,190,2948,-419,111.04622059068913,116.94494957844272,756,0,0.30656934306569344,0.35294117647058826,0.4,141,138,3,71,65,2,1,2,90,0.6382978723404256,49,17,32,7
Moses Moody,GSW,204,2938,20,113.12068398553107,113.16397228637413,1055,0.24464831804281345,0.352112676,0.35294117647058826,0.43333333333333335,47,42,5,20,18,4,2,3,29,0.6170212765957447,73,34,39,0
Paul Reed,DET,226,2932,66,115.49319727891157,113.7901861252115,826,0.125,0.4715909090909091,0.19852941176470587,0,167,159,8,86,68,5,2,6,106,0.6347305389221557,164,75,89,5
Miles McBride,NYK,190,2922,222,116.1751875763392,111.40730482949627,948,0.23668639053254437,0.3870967741935484,0.345679012,0.26666666666666666,21,20,1,7,12,1,0,1,9,0.42857142857142855,118,42,76,2
Dario Saric,DEN,181,2910,191,116.0645269702571,113.65713318666441,1190,0.23972602739726026,0.21052631578947367,0.2642857142857143,0.12195121951219512,21,21,0,6,15,0,0,0,14,0.6666666666666666,87,39,48,0
Bryn Forbes,MIN,170,2908,78,114.45029624753127,113.85991058122205,1333,0.22164948453608246,0.4838709677419355,0.2828282828282828,0.25,8,7,1,6,1,0,0,1,5,0.625,56,23,33,0
Ty Jerome,CLE,152,2860,-191,109.16765152794193,113.75598086124401,1184,0.22875816993464052,0.3548387096774194,0.3087248322147651,0.23333333333333334,17,16,1,6,9,1,0,1,6,0.35294117647058826,102,51,51,0
Juan Toscano-Anderson,SAC,189,2854,-13,110.91185924547455,110.08882185352773,706,0.1702127659574468,0.4177215189873418,0.32142857142857145,0,54,53,1,26,26,1,1,0,20,0.37037037037037035,106,39,67,6
Isaiah Roby,SAS,148,2847,-732,103.69998325799432,115.93572145965851,1008,0.17261904761904762,0.37142857142857144,0.42857142857142855,0.071428571,78,74,4,46,28,0,1,3,50,0.6410256410256411,106,34,72,12
Simone Fontecchio,DET,141,2825,-253,112.32968881412951,117.01840283640048,1011,0.2680965147453083,0.4225352112676056,0.3953488372093023,0.24,36,35,1,21,14,0,1,0,26,0.7222222222222222,65,24,41,2
James Wiseman,IND,148,2799,-840,105.84426648492078,119.6877121520706,1096,0.16666666666666666,0.336,0.20689655172413793,0.10144927536231885,102,102,0,56,44,2,0,0,63,0.6176470588235294,30,14,16,29
Tristan Thompson,CLE,168,2790,-68,115.57699178277957,115.77828935718081,641,1,0.3508771929824561,0.2214765100671141,0.25,70,70,0,41,29,0,0,0,44,0.6285714285714286,59,19,40,11
Mike Muscala,OKC,194,2783,156,112.18091485352065,110.51175656984785,1075,0.2066326530612245,0.40384615384615385,0.15555555555555556,0.076923077,74,73,1,35,38,0,0,1,49,0.6621621621621622,50,24,26,0
Kris Dunn,LAC,131,2764,-82,115.04685872960778,116.32865314612584,838,0.31756756756756754,0.32857142857142857,0.34831460674157305,0.0625,50,47,3,17,27,3,0,3,28,0.56,159,68,91,1
George Hill,IND,130,2758,345,114.07525736599219,108.14366998577525,757,0.25133689839572193,0.38596491228070173,0.35,0.22727272727272727,17,14,3,8,5,1,0,3,10,0.5882352941176471,91,28,63,0
Tari Eason,HOU,126,2752,31,113.58523725834799,112.64448336252188,909,0.28804347826086957,0.4772727272727273,0.48484848484848486,0.23809523809523808,89,82,7,32,46,4,2,5,54,0.6067415730337079,173,80,93,2
Jeremiah Robinson-Earl,NOP,156,2743,-407,108.2814999111427,115.02388957706602,776,0.172,0.36220472440944884,0.18518518518518517,0.16666666666666666,33,33,0,18,15,0,0,0,20,0.6060606060606061,82,20,62,1
Victor Wembanyama,SAS,90,2717,-94,111.95324951301576,113.47718429430492,1718,0.1945945945945946,0.41353383458646614,0.24175824175824176,0.11403508771929824,318,304,14,196,95,13,4,10,216,0.6792452830188679,111,36,75,15
Keyonte George,UTA,97,2717,-546,112.05293276108726,121.44767338206454,1227,0.27889447236180903,0.2553191489361702,0.3793103448275862,0.12244897959183673,9,8,1,4,4,0,0,1,2,0.2222222222222222,53,14,39,1
Taj Gibson,CHA,178,2717,89,111.22296793437732,109.33953488372093,538,0.22413793103448276,0.3780487804878049,0.3225806451612903,0.12121212121212122,111,100,11,46,49,5,8,3,64,0.5765765765765766,76,38,38,2
Blake Griffin,BOS,143,2714,69,114.30123099203475,113.03167420814479,890,0.1371841155234657,0.4954954954954955,0.2878787878787879,0.29411764705882354,38,38,0,22,16,0,0,0,19,0.5,73,26,47,3
Goran Dragic,MIL,129,2704,51,113.88587937883712,113.2102786825914,1084,0.2491103202846975,0.3611111111111111,0.2814814814814815,0.14285714285714285,16,16,0,7,9,0,0,0,11,0.6875,65,18,47,0
Khem Birch,TOR,142,2682,-100,111.58854166666667,113.00722623679822,600,0.15384615384615385,0.40860215053763443,0.3053435114503817,0.20833333333333334,80,78,2,42,34,2,2,0,49,0.6125,83,25,58,10
Chet Holmgren,OKC,92,2677,514,120.55406613047363,111.16859946476362,1306,0.1729957805907173,0.33663366336633666,0.21311475409836064,0.088235294,216,212,4,150,60,2,2,2,141,0.6527777777777778,61,19,42,10
Facundo Campazzo,DAL,138,2661,-123,110.31642014604007,111.71991084695394,683,0.22924901185770752,0.3541666666666667,0.19148936170212766,0.26666666666666666,37,29,8,10,19,0,1,7,18,0.4864864864864865,148,55,93,0
Derrick Rose,MEM,127,2652,163,110.76894363568496,107.9685746352413,1296,0.255,0.39473684210526316,0.38578680203045684,0.23076923076923078,38,28,10,13,12,3,5,5,18,0.47368421052631576,86,34,52,1
David Roddy,ATL,149,2640,-350,110.30890148053372,115.96440247003268,832,0.24723247232472326,0.4205607476635514,0.3619047619047619,0.15384615384615385,33,31,2,17,14,0,2,0,16,0.48484848484848486,62,30,32,0
Gary Payton II,GSW,170,2636,328,117.85982008995502,109.75879211931503,815,0.22758620689655173,0.4050632911392405,0.3888888888888889,0,55,48,7,23,23,2,4,3,33,0.6,180,68,112,1
Kendrick Nunn,WAS,126,2614,-61,113.51911127847863,114.47368421052632,1210,0.21341463414634146,0.36904761904761907,0.3269230769230769,0.171875,21,19,2,9,8,2,1,1,13,0.6190476190476191,80,32,48,0
Stanley Johnson,SAS,139,2569,-299,113.13744075829383,117.16208637128435,687,0.2023121387283237,0.36363636363636365,0.38461538461538464,0,38,34,4,18,15,1,0,4,20,0.5263157894736842,111,40,71,2
Yuta Watanabe,MEM,180,2560,-169,110.88808937701192,114.45668693009118,732,0.226890756,0.3090909090909091,0.2459016393442623,0.15789473684210525,59,59,0,28,30,1,0,0,31,0.5254237288135594,74,23,51,0
Luke Kornet,BOS,196,2545,411,118.83154819863681,110.84924035839501,576,0.10344827586206896,0.336734694,0.28888888888888886,1,163,155,8,76,73,6,5,3,99,0.6073619631901841,51,11,40,3
JaVale McGee,SAC,208,2544,-19,110.65542353392104,110.99827553171106,1098,0.1,0.43023255813953487,0.26136363636363635,0.17647058823529413,181,177,4,104,69,4,2,2,111,0.6132596685082873,59,17,42,35
Jabari Walker,POR,147,2524,-477,108.45616757176106,118.16588785046729,695,0.31724137931034485,0.40441176470588236,0.3482142857142857,0.2608695652173913,38,38,0,30,8,0,0,0,20,0.5263157894736842,58,24,34,2
Brandin Podziemski,GSW,96,2510,297,118.55831217034577,112.66835838375953,756,0.25757575757575757,0.32786885245901637,0.34285714285714286,0.19047619047619047,21,18,3,4,12,2,1,2,13,0.6190476190476191,78,25,53,2
Jaime Jaquez Jr.,MIA,93,2499,79,115.13632718524458,113.03133107164238,945,0.24358974358974358,0.46153846153846156,0.31386861313868614,0.11764705882352941,22,22,0,12,10,0,0,0,17,0.7727272727272727,96,30,66,1
Julian Champagnie,SAS,115,2499,-196,113.01763803680983,116.3292589763178,862,0.23867069486404835,0.3148148148148148,0.35555555555555557,0.45454545454545453,62,57,5,26,31,0,2,3,30,0.4838709677419355,74,27,47,3
Jock Landale,HOU,193,2486,282,114.8248500096768,109.17697063369398,825,0.2565789473684211,0.352,0.25,0.125,83,80,3,38,40,2,1,2,50,0.6024096385542169,49,7,42,2
Zeke Nnaji,DEN,209,2472,-457,106.06610237807337,114.24006391052527,660,0.2054794520547945,0.3185840707964602,0.24444444444444444,0.21428571428571427,80,76,4,43,29,4,1,3,44,0.55,57,15,42,5
Kemba Walker,DAL,89,2461,-90,112.75275275275274,114.80738362760835,1247,0.2265193370165746,0.4342105263157895,0.3469387755102041,0.30526315789473685,21,19,2,12,6,1,0,2,9,0.42857142857142855,76,32,44,0
James Johnson,IND,143,2460,-188,110.09356957993232,112.75882468941037,689,0.20754716981132076,0.3770491803278688,0.32,0.13333333333333333,84,73,11,34,33,6,2,9,41,0.4880952380952381,84,29,55,0
Toumani Camara,POR,94,2459,-330,108.08323329331733,114.52547452547454,543,0.24,0.3137254901960784,0.3384615384615385,0.6,41,39,2,25,13,1,0,2,23,0.5609756097560976,100,31,69,5
Terence Davis,SAC,155,2451,39,114.42251319132303,113.41653666146645,1162,0.2285012285012285,0.4090909090909091,0.265625,0.18518518518518517,37,34,3,22,12,0,0,3,20,0.5405405405405406,112,39,73,1
Bilal Coulibaly,WAS,84,2441,-713,107.56902877003283,121.19575699132112,714,0.17543859649122806,0.325,0.32,0.2903225806451613,63,58,5,29,29,0,1,4,36,0.5714285714285714,89,40,49,2
Isaiah Jackson,IND,163,2438,-123,115.27371907266706,117.14507370054305,883,0.18518518518518517,0.3977272727272727,0.3617021276595745,0.16666666666666666,214,199,15,125,68,6,4,11,125,0.5841121495327103,93,32,61,17
Dalano Banton,POR,171,2399,-185,109.5257647300349,113.39359079704191,991,0.375,0.4274193548387097,0.34810126582278483,0.2653061224489796,56,49,7,17,28,4,3,4,31,0.5535714285714286,95,35,60,0
Josh Jackson,SAC,113,2390,-276,106.98770491803279,112.09216965742252,1021,0.20155038759689922,0.4380165289256198,0.4198473282442748,0.18333333333333332,69,64,5,41,21,2,3,2,34,0.4927536231884058,79,33,46,3
Victor Oladipo,MIA,83,2359,-111,110.15673981191222,112.24191866527632,1122,0.22012578616352202,0.3333333333333333,0.2702702702702703,0.13924050632911392,27,27,0,16,10,1,0,0,12,0.4444444444444444,108,54,54,1
Thomas Bryant,MIA,144,2348,-149,113.28786939450299,116.39107069036791,959,0.16666666666666666,0.37209302325581395,0.25882352941176473,0.11627906976744186,84,80,4,46,32,2,1,3,49,0.5833333333333334,37,7,30,10
Alex Len,SAC,195,2334,-63,110.81190524397651,112.45175705870405,656,0.2,0.3670886075949367,0.23478260869565218,0,144,142,2,62,77,3,0,2,92,0.6388888888888888,51,13,38,4
Robin Lopez,MIL,160,2329,-159,107.9753340184995,112.30545756380992,820,0.13636363636363635,0.4146341463414634,0.17647058823529413,0,73,73,0,41,32,0,0,0,40,0.547945205,20,5,15,2
Otto Porter Jr.,TOR,114,2329,174,111.9624217118998,109.05842791088693,731,0.21171171171171171,0.4594594594594595,0.3382352941176471,0.11538461538461539,38,38,0,14,24,0,0,0,22,0.5789473684210527,100,27,73,0
Damian Jones,CLE,175,2309,-415,106.54088050314465,115.26525477039212,709,0.11428571428571428,0.3333333333333333,0.2653061224489796,0.047619047619047616,110,110,0,68,41,1,0,0,63,0.5727272727272728,52,14,38,13
Nerlens Noel,BKN,106,2303,-146,109.57795757708288,112.27955584585239,319,0,0.35384615384615387,0.14,0,182,180,2,136,42,2,1,1,110,0.6043956043956044,116,57,59,16
Cason Wallace,OKC,105,2297,241,117.04111911827046,110.85222502099076,639,0.21787709497206703,0.42857142857142855,0.24074074074074073,0.3333333333333333,53,45,8,14,29,2,2,6,30,0.5660377358490566,117,65,52,0
Bol Bol,PHX,165,2252,-199,109.26243567753002,113.50482315112541,793,0.2222222222222222,0.4864864864864865,0.3883495145631068,0.28,122,102,20,49,46,7,6,14,78,0.639344262,44,11,33,12
Jericho Sims,NYK,161,2249,-25,112.82633371169126,112.55069851284361,279,0,0.4634146341463415,0.15789473684210525,0,78,77,1,45,31,1,0,1,46,0.5897435897435898,40,10,30,4
Peyton Watson,DEN,125,2222,-135,113.18631863186319,114.06802120141343,731,0.15217391304347827,0.3229166666666667,0.29069767441860467,0.066666667,121,109,12,72,35,2,3,9,67,0.5537190082644629,62,25,37,8
Lou Williams,ATL,122,2222,92,114.97361477572561,113.80150642445724,1028,0.18902439024390244,0.45454545454545453,0.3157894736842105,0.22818791946308725,9,8,1,4,4,0,1,0,5,0.5555555555555556,75,22,53,1
Tomas Satoransky,WAS,113,2213,-165,110.25871766029246,113.46024636058232,590,0.21428571428571427,0.30952380952380953,0.19767441860465115,0.21428571428571427,19,18,1,14,4,0,0,1,7,0.3684210526315789,69,26,43,0
Scoot Henderson,POR,79,2211,-604,108.13747228381375,121.31474103585657,977,0.25853658536585367,0.40268456375838924,0.31543624161073824,0.21621621621621623,15,13,2,7,5,1,1,1,9,0.6,64,30,34,0
Kevin Knox II,DET,166,2199,-414,107.35326205542222,116.25980819529207,817,0.19636363636363635,0.3050847457627119,0.4117647058823529,0.28125,27,26,1,12,14,0,1,0,17,0.6296296296296297,53,13,40,2
Ben McLemore,POR,117,2190,-451,105.65954635542833,115.5149647887324,957,0.22727272727272727,0.3333333333333333,0.23809523809523808,0.20833333333333334,19,19,0,11,8,0,0,0,9,0.47368421052631576,61,19,42,1
Elfrid Payton,NOP,120,2177,-151,108.75228519195613,111.48955495004542,722,0.22784810126582278,0.3395061728395062,0.35353535353535354,0.2727272727272727,18,16,2,7,9,0,0,2,10,0.5555555555555556,82,27,55,0
Enes Freedom,BOS,107,2169,224,120.4441391941392,115.50103187342353,548,0.2,0.3806818181818182,0.24358974358974358,0.5,62,60,2,40,18,2,0,2,36,0.5806451612903226,38,18,20,0
Jordan Goodwin,MEM,121,2167,-218,109.08677873693775,113.5489708210812,624,0.1834319526627219,0.4473684210526316,0.304,0.2830188679245283,44,41,3,22,19,0,1,2,29,0.6590909090909091,106,60,46,0
Dwight Howard,LAL,129,2166,-195,109.93845452473217,113.40112994350282,534,0.23809523809523808,0.3787878787878788,0.2,0.090909091,98,94,4,54,39,1,0,4,55,0.5612244897959183,64,28,36,21
Willy Hernangomez,NOP,133,2143,-40,114.62706565430996,114.80248557478916,785,0.090909091,0.40703517587939697,0.2608695652173913,0.16666666666666666,55,54,1,26,28,0,1,0,25,0.45454545454545453,60,28,32,4
Josh Christopher,HOU,138,2120,-497,109.0162063455832,120.4431247144815,863,0.2756756756756757,0.3707865168539326,0.3023255813953488,0.21428571428571427,28,26,2,11,14,1,1,1,19,0.6785714285714286,98,41,57,6
Markieff Morris,DAL,142,2088,-16,110.82462253193961,111.2221189591078,650,0.19313304721030042,0.42857142857142855,0.14285714285714285,0.22807017543859648,29,29,0,17,8,4,0,0,17,0.5862068965517241,42,8,34,3
Justise Winslow,POR,103,2058,-86,109.89399293286219,111.23858581128542,549,0.23076923076923078,0.44,0.36,0.20454545454545456,48,47,1,30,16,1,0,1,33,0.6875,80,31,49,5
Andre Iguodala,GSW,102,2054,67,110.13712047012731,107.34011627906976,387,0.18128654970760233,0.5,0.2857142857142857,0.2,60,57,3,17,36,4,2,1,34,0.5666666666666667,88,32,56,3
